num_threads	l2_assoc	accel_clock_time	soc_interface	num_accels	l2_size	total_time (ns)	total_accel_time (ns)	total_energy (nJ)	fu_energy (nJ)	spad_energy (nJ)	llc_leakage_energy (nJ)	llc_dynamic_energy (nJ)	total_area (uM^2)	fu_area	mem_area	num_sp_multiplier	num_sp_adder	num_dp_multiplier	num_dp_adder	num_trig_unit	num_multiplier	num_adder	num_bit_wise	num_shifter	num_register
1	32	2	acp	2	2097152	566736.00	277912.00	39490.89	3122.22	496.18	23739.55	12132.94	3464470.00	1184702.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	8	1	dma	4	262144	390303.00	198602.00	8563.56	4675.20	641.93	2889.55	356.88	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	4	dma	4	262144	907848.00	385848.00	23107.18	5869.22	744.61	14971.87	1521.49	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	acp	2	2097152	567194.00	278186.00	20200.95	3126.31	496.55	11728.95	4849.14	3464470.00	1184702.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	32	2	dma	4	262144	555208.00	257308.00	16177.24	4861.71	678.50	9156.27	1480.76	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6529.00
1	32	8	dma	4	262144	1655792.00	680088.00	37827.71	8108.34	867.61	27306.66	1545.11	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	4	8	dma	4	262144	1661032.00	683152.00	18768.76	8120.35	868.35	9557.68	222.38	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	32	1	dma	4	524288	390303.00	198601.00	13884.37	4675.18	641.92	7076.08	1491.20	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	dma	4	262144	554334.00	254924.00	8879.75	4803.95	675.54	3189.67	210.60	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	1	acp	2	2097152	385442.00	199440.00	52725.13	23268.13	1234.98	16145.47	12076.56	3538410.00	1258643.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	8	8	dma	4	524288	1655792.00	680088.00	30579.73	8108.38	867.61	21141.65	462.09	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	8	8	acp	2	2097152	1743568.00	804432.00	54229.51	6974.84	723.63	41597.87	4933.16	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	8	4	acp	2	2097152	954056.00	456348.00	32519.92	4271.56	571.85	22761.77	4914.74	3444260.00	1164492.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	16	2	dma	4	524288	555352.00	256994.00	12438.36	4866.02	678.93	6090.38	803.04	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	8	acp	2	2097152	1743568.00	804432.00	62541.20	6974.71	609.16	48235.46	6721.88	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	4	1	acp	2	2097152	386822.00	200931.00	16206.05	2915.96	465.41	7999.05	4825.62	3538610.00	1258834.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	16	4	dma	4	524288	907848.00	385844.00	17400.69	5869.15	744.60	9956.10	830.84	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	1	dma	4	524288	390303.00	198601.00	10376.70	4675.19	641.92	4280.34	779.24	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	1	acp	2	2097152	385442.00	199438.00	20681.69	2908.58	464.69	10663.18	6645.25	3538410.00	1258643.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	4	4	dma	4	524288	907852.00	385820.00	16788.84	5874.31	744.80	9853.64	316.09	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	1	acp	2	2097152	386244.00	200844.00	17474.01	2917.93	465.58	9214.97	4875.53	3538610.00	1258834.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	4	1	dma	4	262144	394054.00	201524.00	7839.62	4725.12	643.83	2267.41	203.26	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	8	dma	4	524288	1655792.00	680088.00	27978.27	8108.35	867.61	18158.57	843.74	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	8	4	dma	4	524288	907844.00	385840.00	18660.40	5869.15	744.61	11591.62	455.02	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	8	acp	2	2097152	1743568.00	804432.00	92949.14	6974.77	723.63	73034.93	12215.80	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	4	8	acp	2	2097152	1743664.00	804528.00	48639.76	6976.84	723.81	36057.05	4882.06	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	8	2	dma	4	524288	555352.00	256996.00	13075.68	4866.05	678.93	7090.90	439.80	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	4	dma	4	524288	907848.00	385844.00	24426.29	5869.14	508.21	16459.01	1589.93	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	1	dma	4	524288	390302.00	198601.00	10727.35	4675.17	641.92	4983.49	426.77	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	2	acp	2	2097152	566740.00	277924.00	21968.55	3122.21	425.42	13521.23	4899.69	3464280.00	1184511.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3265.00
1	32	2	dma	4	524288	555354.00	256994.00	17150.10	4866.03	678.93	10068.40	1536.73	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	8	dma	4	524288	1655792.00	680088.00	40609.65	8108.41	867.61	30019.01	1614.61	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	4	8	dma	4	524288	1655792.00	680088.00	23497.22	4556.08	648.51	17971.64	321.00	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	16	4	acp	2	4194304	954224.00	456424.00	64348.32	8247.82	789.12	47329.70	7981.68	3444070.00	1164301.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	4	4	acp	2	2097152	954224.00	456440.00	29440.14	4272.12	571.89	19732.30	4863.83	3444260.00	1164492.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	32	4	acp	2	4194304	954224.00	456428.00	75290.72	4272.18	571.89	57305.16	13141.49	3444260.00	1164492.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	16	2	acp	2	4194304	566752.00	278128.00	39689.65	3124.67	496.40	28111.01	7957.56	3464280.00	1184511.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	32	2	acp	2	4194304	566750.00	278128.00	50758.55	3124.63	496.41	34035.72	13101.79	3464280.00	1184511.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	16	2	dma	4	1048576	555352.00	256994.00	15497.91	4463.90	678.93	9481.69	873.39	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	1	dma	4	1048576	390302.00	198600.00	19976.39	4675.20	854.43	12845.07	1601.69	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	dma	4	524288	555206.00	257066.00	11820.80	4810.81	676.27	6026.09	307.63	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	acp	2	4194304	566740.00	277926.00	33760.71	3122.34	496.18	23426.76	6715.42	3464470.00	1184702.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	8	8	dma	4	1048576	1655792.00	680088.00	35568.01	8108.33	648.51	26268.97	542.19	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	16	4	dma	4	1048576	907852.00	385852.00	23017.43	5869.17	744.61	15500.03	903.62	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	1	dma	4	1048576	390303.00	198602.00	12828.33	4675.13	641.92	6663.76	847.51	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	4	dma	4	1048576	907844.00	385844.00	20118.87	5869.20	744.61	13060.61	444.46	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	1	dma	4	524288	395575.00	203404.00	10006.39	4769.47	646.96	4293.49	296.46	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	8	dma	4	1048576	1655792.00	680088.00	38163.43	8108.33	867.61	28269.83	917.65	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	8	8	acp	2	4194304	1743568.00	804432.00	92328.07	6974.86	723.63	77734.19	6895.39	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	32	1	acp	2	4194304	384057.00	198683.00	60024.62	22690.93	1231.71	23064.24	13037.74	3538610.00	1258834.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	16	8	acp	2	4194304	1743568.00	804432.00	102191.28	6974.74	723.63	86481.32	8011.58	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	8	4	dma	4	1048576	907852.00	385852.00	21550.62	5869.13	744.60	14402.98	533.90	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	1	acp	2	4194304	385432.00	199606.00	30412.12	2911.05	464.91	19117.50	7918.66	3538610.00	1258834.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3265.00
1	8	4	acp	2	4194304	954064.00	456356.00	54248.58	4271.68	571.84	42535.42	6869.65	3444260.00	1164492.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	4	1	acp	2	4194304	386240.00	200831.00	26031.32	2917.82	465.57	15965.62	6682.31	3538410.00	1258643.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	32	4	dma	4	1048576	907852.00	385852.00	38199.48	5869.19	744.61	29877.95	1707.73	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	2	dma	4	1048576	555352.00	256992.00	15121.19	4866.11	928.44	8810.60	516.04	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	1	acp	2	4194304	385442.00	199487.00	27486.95	2910.50	575.08	17184.31	6817.06	3538410.00	1258643.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3265.00
1	8	1	dma	4	1048576	390302.00	198600.00	12009.90	4675.13	641.92	6192.10	500.75	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	2	dma	4	1048576	554978.00	257142.00	25465.37	4861.57	678.49	18264.66	1660.65	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	8	dma	4	1048576	1655792.00	680088.00	65203.25	8108.29	867.61	54493.11	1734.24	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	4	8	dma	4	1048576	1655792.00	680088.00	33248.13	8108.28	867.61	23820.89	451.36	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	32	8	acp	2	4194304	1743568.00	804432.00	125321.04	6974.84	446.90	104708.58	13190.72	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	16	2	dma	4	2097152	555352.00	256994.00	21882.92	4866.02	678.93	15363.70	974.28	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	1	dma	4	2097152	390303.00	198602.00	50890.90	30694.32	2129.48	16349.09	1718.02	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	dma	4	1048576	554976.00	257172.00	13953.22	4858.67	678.23	7984.11	432.21	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	8	acp	2	4194304	1743568.00	804432.00	86255.07	6974.75	446.90	72072.13	6761.30	3452490.00	1172725.00	2279780.00	0.00	0.00	0.00	0.00	0.00	41.00	276.00	70.00	36.00	3266.00
1	8	2	acp	2	4194304	567198.00	278194.00	35759.35	3126.29	496.56	25287.62	6848.89	3464470.00	1184702.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	16	4	dma	4	2097152	907852.00	385848.00	32737.25	5869.10	744.60	25115.54	1008.00	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	4	acp	4	65536	1058876.00	454424.00	14889.51	4340.85	402.02	4595.86	5550.79	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	8	dma	4	2097152	1655792.00	680088.00	49231.00	8108.36	867.61	39503.72	751.31	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	32	4	acp	4	65536	1058220.00	454672.00	26585.29	4343.15	402.30	10176.74	11663.09	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	2	acp	4	65536	722434.00	324554.00	22068.76	3204.83	327.54	6947.54	11588.85	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	2	acp	4	65536	730484.00	331734.00	12208.73	3186.58	326.41	3170.53	5525.20	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	4	acp	2	4194304	954068.00	456380.00	54765.07	7802.61	789.06	39437.35	6736.05	3444070.00	1164301.00	2279780.00	0.00	0.00	0.00	0.00	0.00	39.00	276.00	70.00	36.00	3266.00
1	16	1	dma	4	2097152	390302.00	198601.00	17060.08	4675.12	641.92	10797.63	945.41	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	4	dma	4	2097152	907848.00	385844.00	26119.20	5869.15	744.60	18773.30	732.15	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	acp	4	65536	753006.00	348762.00	6627.03	3198.16	327.23	1924.42	1177.23	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	8	dma	4	2097152	1655792.00	680088.00	49396.89	2027.11	538.96	45807.15	1023.65	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	4	1	dma	4	1048576	390302.00	198600.00	11348.91	4675.09	641.92	5615.04	416.86	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	4	dma	4	2097152	907844.00	385840.00	29012.70	5869.02	744.60	21659.25	739.83	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	4	dma	4	2097152	907852.00	385852.00	46316.14	5869.08	587.01	38028.29	1831.77	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	2	dma	4	2097152	555352.00	256986.00	19510.34	4866.77	678.96	13249.53	715.08	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	2	dma	4	2097152	555354.00	256996.00	30578.21	4866.03	678.93	23262.78	1770.48	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	8	acp	4	65536	1776328.00	735048.00	20582.69	7062.41	227.90	7709.83	5582.55	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	32	1	acp	4	65536	570067.00	252195.00	21031.50	2907.69	1054.28	5482.25	11587.28	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	8	dma	4	2097152	1655792.00	680088.00	72716.08	1013.54	484.19	69358.15	1860.21	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	8	1	dma	4	2097152	390303.00	198601.00	15322.74	4675.12	641.92	9311.81	693.89	7069330.00	2509789.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6529.00
1	8	4	acp	4	65536	1073692.00	460340.00	7949.16	1674.12	236.23	3536.64	2502.17	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	8	dma	4	2097152	1655792.00	680088.00	43959.54	8108.46	867.61	34239.96	743.51	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	4	1	acp	4	65536	589367.00	273272.00	19486.79	15774.90	1036.01	1506.22	1169.65	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	1	dma	4	4194304	390303.00	198603.00	30611.12	4675.12	641.92	23439.33	1854.74	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	2	dma	4	4194304	555352.00	256984.00	35000.85	4866.64	1427.58	27545.57	1161.06	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	8	acp	4	65536	1791536.00	741224.00	16007.28	7037.52	553.13	5901.16	2515.47	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	16	1	acp	4	65536	576060.00	264077.00	11196.58	2882.62	289.23	2500.28	5524.45	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	dma	4	2097152	555354.00	256998.00	17736.70	4866.01	678.93	11484.11	707.65	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	1	acp	4	65536	577442.00	257634.00	7532.88	2866.54	288.14	1902.04	2476.15	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	4	dma	4	4194304	907852.00	385848.00	52608.26	5869.16	508.21	45029.64	1201.25	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	8	dma	4	4194304	1655792.00	680088.00	83846.99	8108.38	867.61	73820.84	1050.16	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	32	8	acp	4	65536	1770536.00	734688.00	36023.99	7046.54	227.69	17026.98	11722.79	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	16	1	dma	4	4194304	390303.00	198601.00	26440.39	4675.19	1279.44	19359.11	1126.65	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	4	dma	4	4194304	907844.00	385844.00	45154.41	5869.12	744.60	37526.64	1014.05	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	8	acp	4	65536	1813000.00	742736.00	13416.10	7045.55	553.69	4633.39	1183.46	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	8	2	acp	4	65536	734642.00	334470.00	8417.39	3188.31	326.90	2419.84	2482.34	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	1	dma	4	2097152	390302.00	198601.00	14074.79	4675.17	641.92	8071.02	686.68	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	2	acp	4	131072	643264.00	265060.00	15928.07	6105.13	477.11	4046.38	5299.45	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	8	dma	4	4194304	1655792.00	680088.00	92323.46	8108.34	867.61	82127.61	1219.90	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	8	4	dma	4	4194304	907852.00	385852.00	45030.81	2934.56	587.01	40475.13	1034.11	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	4	acp	4	131072	986744.00	399132.00	25647.61	4362.05	403.56	9830.59	11051.42	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	2	acp	4	131072	647056.00	266306.00	21061.77	3266.56	332.01	6446.39	11016.81	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	4	acp	4	131072	990892.00	400964.00	14024.47	2182.70	292.61	6233.09	5316.07	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	4	dma	4	4194304	907848.00	385848.00	62953.75	5869.12	587.01	54520.09	1977.54	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	4	acp	4	65536	1078548.00	468832.00	8667.71	4334.26	401.67	2756.39	1175.38	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	2	acp	4	131072	655790.00	273450.00	6698.64	3252.74	256.00	1953.07	1236.82	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	2	dma	4	4194304	555352.00	256992.00	31303.93	4866.01	678.93	24759.48	999.51	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	2	dma	4	4194304	555354.00	256996.00	38548.26	2731.37	554.17	33351.34	1911.37	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	1	dma	4	4194304	390302.00	198601.00	23687.92	4675.11	641.92	17400.99	969.89	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	32	8	dma	4	4194304	1655792.00	680088.00	110421.52	8108.41	867.61	99437.26	2008.24	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	4	8	dma	4	4194304	1655792.00	680088.00	78449.55	8108.33	867.61	68443.82	1029.79	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	16	2	dma	8	65536	569270.00	238094.00	8688.54	4913.67	557.00	2470.81	747.06	13843020.00	4723923.00	9119120.00	0.00	0.00	0.00	0.00	0.00	153.00	1060.00	270.00	124.00	13057.00
1	4	2	dma	4	4194304	555354.00	256998.00	29481.28	4866.12	678.93	22956.11	980.12	6923670.00	2364123.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	4	dma	8	65536	956324.00	386820.00	11486.04	5945.32	624.24	4150.75	765.74	13763520.00	4644452.00	9119120.00	0.00	0.00	0.00	0.00	0.00	153.00	1060.00	270.00	124.00	13056.00
1	32	1	dma	8	65536	402707.00	181154.00	11153.01	5171.24	541.03	3872.77	1567.96	14130980.00	5011889.00	9119120.00	0.00	0.00	0.00	0.00	0.00	153.00	1060.00	270.00	124.00	13056.00
1	16	8	acp	4	131072	1725288.00	695800.00	23766.64	7027.58	552.70	10852.72	5333.65	6901010.00	2341479.00	4559560.00	0.00	0.00	0.00	0.00	0.00	81.00	532.00	136.00	64.00	6532.00
1	32	1	acp	4	131072	488640.00	207305.00	19154.41	2993.55	296.17	4868.15	10996.53	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	4	1	acp	4	131072	497410.00	214313.00	5997.10	2987.68	295.33	1481.39	1232.70	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	8	4	acp	4	131072	980848.00	393816.00	10843.10	4383.27	405.02	3622.19	2432.61	6883760.00	2324224.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
1	16	1	acp	4	131072	489040.00	206521.00	11650.10	2982.34	295.51	3076.25	5296.01	7069140.00	2509597.00	4559560.00	0.00	0.00	0.00	0.00	0.00	77.00	532.00	136.00	64.00	6528.00
