cycle_time	cache_size	cache_assoc	cache_hit_latency	tlb_hit_latency	tlb_entries	l2cache_size	cycle	avg_power	fu_power	avg_fu_dynamic_power	avg_fu_leakage_power	avg_mem_power	avg_mem_dynamic_power	avg_mem_leakage_power	total_area	fu_area	mem_area	num_sp_multiplier	num_sp_adder	num_dp_multiplier	num_dp_adder	num_trig_unit	num_multiplier	num_adder	num_bit_wise	num_shifter	num_register
1	16384	2	1	2	2	1048576	836752	72.8082	63.6397	60.2318	3.40786	9.16856	7.93763	1.23093	503481.0	268860.0	234621.0	0	0	8	8	0	0	0	0	9	49
1	131072	1	4	4	8	131072	351221	225.766	147.872	144.474	3.39839	77.894	69.3154	8.57863	2199750.0	268094.0	1931650.0	0	0	8	8	0	0	0	0	9	45
4	16384	8	2	1	8	524288	435531	35.3789	22.3641	20.7436	1.62058	13.0148	11.4371	1.57769	406633.0	182476.0	224158.0	0	0	8	8	0	0	0	0	9	49
4	65536	2	4	4	16	524288	356508	41.4465	27.3052	25.694	1.61112	14.1414	10.0152	4.12621	1034210.0	181710.0	852502.0	0	0	8	8	0	0	0	0	9	45
4	131072	8	2	4	8	262144	311408	86.532	31.0248	29.4161	1.60875	55.5071	46.7195	8.78763	2175000.0	181519.0	1993480.0	0	0	8	8	0	0	0	0	9	44
1	32768	16	2	2	4	524288	620273	164.692	84.3366	80.9287	3.40786	80.3559	76.551	3.80483	1130760.0	268860.0	861903.0	0	0	8	8	0	0	0	0	9	49
1	65536	2	4	4	8	262144	408529	166.648	127.557	124.159	3.39839	39.09	34.9638	4.12621	1120600.0	268094.0	852502.0	0	0	8	8	0	0	0	0	9	45
1	131072	1	2	4	1	524288	533841	143.857	98.4605	95.0621	3.39839	45.3966	36.818	8.57863	2199750.0	268094.0	1931650.0	0	0	8	8	0	0	0	0	9	45
2	131072	16	4	2	2	131072	414740	121.15	50.7242	48.6745	2.0497	70.4259	60.9212	9.50465	2209140.0	205137.0	2004000.0	0	0	8	8	0	0	0	0	9	49
4	32768	16	1	1	4	524288	395848	76.2226	24.2044	22.5838	1.62058	52.0183	48.2135	3.80483	1044380.0	182476.0	861903.0	0	0	8	8	0	0	0	0	9	49
2	16384	2	2	2	8	262144	493899	50.928	42.4289	40.3792	2.0497	8.49903	7.2681	1.23093	439758.0	205137.0	234621.0	0	0	8	8	0	0	0	0	9	49
4	131072	4	2	4	8	524288	311408	60.2223	31.0248	29.4161	1.60875	29.1975	20.4484	8.7491	2465470.0	181519.0	2283950.0	0	0	8	8	0	0	0	0	9	44
1	131072	16	4	2	16	524288	361243	339.462	143.892	140.493	3.39839	195.57	186.066	9.50465	2272100.0	268094.0	2004000.0	0	0	8	8	0	0	0	0	9	45
2	65536	16	2	1	16	262144	400309	160.437	52.2089	50.1663	2.0426	108.228	102.518	5.7097	1447780.0	204563.0	1243210.0	0	0	8	8	0	0	0	0	9	46
4	32768	2	1	1	4	524288	387782	36.7266	24.5147	22.9036	1.61112	12.2119	9.96357	2.24834	637071.0	181710.0	455361.0	0	0	8	8	0	0	0	0	9	45
1	32768	1	4	1	8	131072	562371	110.844	93.4488	90.0504	3.39839	17.3951	15.207	2.18802	802264.0	268094.0	534170.0	0	0	8	8	0	0	0	0	9	45
4	65536	4	2	1	4	1048576	352216	48.6821	27.5278	25.9167	1.61112	21.1543	16.8652	4.28904	1066540.0	181710.0	884833.0	0	0	8	8	0	0	0	0	9	45
1	32768	2	4	4	8	524288	595086	105.958	88.2052	84.8068	3.39839	17.7527	15.5043	2.24834	723456.0	268094.0	455361.0	0	0	8	8	0	0	0	0	9	45
4	65536	4	2	1	4	524288	352216	48.6821	27.5278	25.9167	1.61112	21.1543	16.8652	4.28904	1066540.0	181710.0	884833.0	0	0	8	8	0	0	0	0	9	45
2	65536	16	1	4	2	131072	462529	99.9969	45.6628	43.6226	2.04024	54.3341	48.6245	5.7097	1447590.0	204371.0	1243210.0	0	0	8	8	0	0	0	0	9	45
4	131072	4	1	1	4	1048576	302049	74.3927	31.7035	30.1019	1.60165	42.6892	33.9401	8.7491	2464890.0	180944.0	2283950.0	0	0	8	8	0	0	0	0	9	41
4	32768	1	1	1	8	524288	387332	35.7546	24.5216	22.9105	1.61112	11.2331	9.04504	2.18802	715880.0	181710.0	534170.0	0	0	8	8	0	0	0	0	9	45
1	32768	4	4	4	4	131072	612734	104.243	85.3302	81.9295	3.40076	18.9124	16.6022	2.31017	723474.0	268286.0	455188.0	0	0	8	8	0	0	0	0	9	46
1	16384	4	2	4	8	262144	725164	84.1877	72.829	69.4211	3.40786	11.3587	10.0659	1.29277	503303.0	268860.0	234443.0	0	0	8	8	0	0	0	0	9	49
2	32768	4	1	1	1	524288	620551	44.9527	34.2765	32.2362	2.04024	10.6763	8.36608	2.31017	659560.0	204371.0	455188.0	0	0	8	8	0	0	0	0	9	45
1	32768	2	2	4	1	1048576	747394	83.074	71.2504	67.852	3.39839	11.8236	9.57524	2.24834	723456.0	268094.0	455361.0	0	0	8	8	0	0	0	0	9	45
4	131072	2	2	4	2	262144	408006	59.513	24.1024	22.4724	1.63005	35.4106	27.1269	8.2837	2130820.0	183241.0	1947580.0	0	0	8	8	0	0	0	0	9	53
2	65536	4	2	4	8	524288	365807	82.5768	57.1639	55.1142	2.0497	25.4129	21.1238	4.28904	1089970.0	205137.0	884833.0	0	0	8	8	0	0	0	0	9	49
1	16384	4	1	4	1	131072	847266	71.6283	63.06	59.6498	3.41022	8.56832	7.27555	1.29277	503495.0	269052.0	234443.0	0	0	8	8	0	0	0	0	9	50
1	65536	1	1	4	16	262144	531536	130.327	99.0052	95.6068	3.39839	31.3215	27.2435	4.07797	1119760.0	268094.0	851663.0	0	0	8	8	0	0	0	0	9	45
2	16384	8	2	2	4	524288	494882	56.1454	42.3394	40.2897	2.0497	13.806	12.2283	1.57769	429295.0	205137.0	224158.0	0	0	8	8	0	0	0	0	9	49
2	131072	1	2	2	4	1048576	319483	113.996	65.2033	63.1536	2.0497	48.7927	40.2141	8.57863	2136790.0	205137.0	1931650.0	0	0	8	8	0	0	0	0	9	49
1	131072	16	4	1	16	524288	326120	366.826	158.986	155.588	3.39839	207.84	198.335	9.50465	2272100.0	268094.0	2004000.0	0	0	8	8	0	0	0	0	9	45
1	16384	16	2	4	1	1048576	871657	104.235	61.5694	58.1615	3.40786	42.6656	39.7062	2.95945	947346.0	268860.0	678486.0	0	0	8	8	0	0	0	0	9	49
1	65536	1	2	2	16	131072	527279	129.829	99.7758	96.3774	3.39839	30.053	25.975	4.07797	1119760.0	268094.0	851663.0	0	0	8	8	0	0	0	0	9	45
1	32768	8	4	1	4	131072	599706	114.015	87.0233	83.625	3.39839	26.9912	24.4526	2.53852	681767.0	268094.0	413672.0	0	0	8	8	0	0	0	0	9	45
2	32768	1	1	2	16	1048576	448621	62.5439	46.6984	44.6487	2.0497	15.8455	13.6575	2.18802	739307.0	205137.0	534170.0	0	0	8	8	0	0	0	0	9	49
2	65536	8	1	4	8	262144	383209	82.8472	54.6511	52.6109	2.04024	28.1961	23.6728	4.52326	1089020.0	204371.0	884645.0	0	0	8	8	0	0	0	0	9	45
2	32768	16	1	1	2	262144	525039	90.2447	40.1139	38.0642	2.0497	50.1307	46.3259	3.80483	1067040.0	205137.0	861903.0	0	0	8	8	0	0	0	0	9	49
2	65536	4	4	1	1	131072	550601	54.7304	38.5961	36.5654	2.03077	16.1343	11.8452	4.28904	1088440.0	203606.0	884833.0	0	0	8	8	0	0	0	0	9	41
1	65536	4	4	1	1	1048576	601164	113.464	87.4724	84.074	3.39839	25.9917	21.7027	4.28904	1152930.0	268094.0	884833.0	0	0	8	8	0	0	0	0	9	45
4	16384	1	4	2	4	262144	431858	27.6098	22.6307	21.0101	1.62058	4.97911	3.77136	1.20775	417002.0	182476.0	234527.0	0	0	8	8	0	0	0	0	9	49
2	131072	2	4	1	4	131072	310108	160.935	67.0727	65.0324	2.04024	93.862	85.5783	8.2837	2151950.0	204371.0	1947580.0	0	0	8	8	0	0	0	0	9	45
1	131072	1	4	1	2	1048576	426289	179.79	122.077	118.667	3.41022	57.7128	49.1342	8.57863	2200700.0	269052.0	1931650.0	0	0	8	8	0	0	0	0	9	50
1	131072	2	4	1	8	1048576	326120	330.307	158.986	155.588	3.39839	171.321	163.037	8.2837	2215670.0	268094.0	1947580.0	0	0	8	8	0	0	0	0	9	45
1	65536	16	4	1	16	262144	463776	232.703	112.963	109.555	3.40786	119.74	114.03	5.7097	1512070.0	268860.0	1243210.0	0	0	8	8	0	0	0	0	9	49
4	65536	2	4	2	1	1048576	528085	28.4808	18.9862	17.3586	1.62768	9.49453	5.36831	4.12621	1035550.0	183050.0	852502.0	0	0	8	8	0	0	0	0	9	52
2	131072	4	2	4	2	1048576	417341	84.4946	50.4023	48.3526	2.0497	34.0923	25.3432	8.7491	2489080.0	205137.0	2283950.0	0	0	8	8	0	0	0	0	9	49
2	131072	8	2	1	4	1048576	335342	210.966	62.1813	60.141	2.04024	148.785	139.997	8.78763	2197860.0	204371.0	1993480.0	0	0	8	8	0	0	0	0	9	45
1	65536	16	4	1	8	262144	463776	232.703	112.963	109.555	3.40786	119.74	114.03	5.7097	1512070.0	268860.0	1243210.0	0	0	8	8	0	0	0	0	9	49
4	65536	8	1	2	16	524288	348374	51.0135	27.789	26.1778	1.61112	23.2245	18.7012	4.52326	1066360.0	181710.0	884645.0	0	0	8	8	0	0	0	0	9	45
2	16384	16	4	4	8	1048576	512434	86.5123	40.946	38.8963	2.0497	45.5663	42.6068	2.95945	883623.0	205137.0	678486.0	0	0	8	8	0	0	0	0	9	49
4	32768	8	4	2	2	1048576	501652	28.039	19.8685	18.2574	1.61112	8.17049	5.63197	2.53852	595382.0	181710.0	413672.0	0	0	8	8	0	0	0	0	9	45
4	32768	4	1	4	2	1048576	487197	27.0517	20.3692	18.7487	1.62058	6.68248	4.37231	2.31017	637664.0	182476.0	455188.0	0	0	8	8	0	0	0	0	9	49
2	65536	2	2	4	8	131072	349101	84.3971	59.7901	57.7498	2.04024	24.6071	20.4809	4.12621	1056870.0	204371.0	852502.0	0	0	8	8	0	0	0	0	9	45
4	131072	8	2	4	2	1048576	408006	62.2098	24.1024	22.4724	1.63005	38.1074	29.3197	8.78763	2176730.0	183241.0	1993480.0	0	0	8	8	0	0	0	0	9	53
4	131072	1	1	4	1	524288	496929	39.3178	20.0151	18.4134	1.60165	19.3027	10.724	8.57863	2112600.0	180944.0	1931650.0	0	0	8	8	0	0	0	0	9	41
4	32768	8	2	2	16	262144	401578	36.0036	24.3119	22.6913	1.62058	11.6917	9.15318	2.53852	596148.0	182476.0	413672.0	0	0	8	8	0	0	0	0	9	49
2	131072	8	4	2	2	262144	414740	115.096	50.7242	48.6745	2.0497	64.372	55.5844	8.78763	2198620.0	205137.0	1993480.0	0	0	8	8	0	0	0	0	9	49
2	65536	2	1	4	8	524288	357467	83.7065	58.462	56.4217	2.04024	25.2445	21.1183	4.12621	1056870.0	204371.0	852502.0	0	0	8	8	0	0	0	0	9	45
1	32768	1	1	2	16	262144	560883	117.528	93.0835	89.6851	3.39839	24.4442	22.2561	2.18802	802264.0	268094.0	534170.0	0	0	8	8	0	0	0	0	9	45
2	16384	8	2	1	1	262144	640366	43.5009	33.4227	31.373	2.0497	10.0782	8.50048	1.57769	429295.0	205137.0	224158.0	0	0	8	8	0	0	0	0	9	49
4	65536	16	4	4	2	131072	450308	48.7811	22.0339	20.4038	1.63005	26.7472	21.0375	5.7097	1426460.0	183241.0	1243210.0	0	0	8	8	0	0	0	0	9	53
2	32768	16	1	4	8	262144	462125	101.794	45.3981	43.3484	2.0497	56.3961	52.5913	3.80483	1067040.0	205137.0	861903.0	0	0	8	8	0	0	0	0	9	49
4	32768	1	4	4	1	524288	592254	21.6586	17.104	15.4835	1.62058	4.55453	2.36651	2.18802	716646.0	182476.0	534170.0	0	0	8	8	0	0	0	0	9	49
4	32768	2	4	2	1	1048576	600581	22.0726	16.876	15.2649	1.61112	5.19659	2.94825	2.24834	637071.0	181710.0	455361.0	0	0	8	8	0	0	0	0	9	45
4	65536	2	4	2	16	524288	358262	41.7519	27.1738	25.5651	1.60875	14.5781	10.4518	4.12621	1034020.0	181519.0	852502.0	0	0	8	8	0	0	0	0	9	44
1	131072	1	4	4	1	1048576	521318	142.185	100.737	97.3389	3.39839	41.4479	32.8693	8.57863	2199750.0	268094.0	1931650.0	0	0	8	8	0	0	0	0	9	45
2	16384	8	2	4	1	262144	661406	40.8529	32.5311	30.4908	2.04024	8.32179	6.7441	1.57769	428529.0	204371.0	224158.0	0	0	8	8	0	0	0	0	9	45
1	131072	8	1	2	16	131072	332759	439.786	155.692	152.284	3.40786	284.095	275.307	8.78763	2262340.0	268860.0	1993480.0	0	0	8	8	0	0	0	0	9	49
4	32768	8	2	2	4	1048576	401578	36.0036	24.3119	22.6913	1.62058	11.6917	9.15318	2.53852	596148.0	182476.0	413672.0	0	0	8	8	0	0	0	0	9	49
2	16384	16	4	4	1	524288	663928	58.0908	32.4092	30.369	2.04024	25.6815	22.7221	2.95945	882858.0	204371.0	678486.0	0	0	8	8	0	0	0	0	9	45
2	32768	16	1	2	1	1048576	633832	73.3353	33.7414	31.7035	2.03787	39.5939	35.7891	3.80483	1066080.0	204180.0	861903.0	0	0	8	8	0	0	0	0	9	44
2	16384	16	4	2	1	131072	664091	61.1898	32.3896	30.3494	2.04024	28.8001	25.8407	2.95945	882858.0	204371.0	678486.0	0	0	8	8	0	0	0	0	9	45
4	131072	16	1	4	1	1048576	496929	57.2429	20.0151	18.4134	1.60165	37.2278	27.7231	9.50465	2184950.0	180944.0	2004000.0	0	0	8	8	0	0	0	0	9	41
1	131072	1	4	4	1	524288	521318	142.185	100.737	97.3389	3.39839	41.4479	32.8693	8.57863	2199750.0	268094.0	1931650.0	0	0	8	8	0	0	0	0	9	45
1	16384	16	2	2	4	524288	715295	138.158	73.6937	70.2859	3.40786	64.4643	61.5049	2.95945	947346.0	268860.0	678486.0	0	0	8	8	0	0	0	0	9	49
1	16384	16	1	4	8	262144	718250	138.802	73.5135	70.0986	3.41496	65.2888	62.3293	2.95945	947921.0	269434.0	678486.0	0	0	8	8	0	0	0	0	9	52
2	32768	16	1	2	8	524288	469058	124.086	44.6374	42.5877	2.0497	79.4484	75.6435	3.80483	1067040.0	205137.0	861903.0	0	0	8	8	0	0	0	0	9	49
2	32768	4	4	2	1	262144	662328	40.6401	32.4881	30.4478	2.04024	8.15207	5.84189	2.31017	659560.0	204371.0	455188.0	0	0	8	8	0	0	0	0	9	45
2	16384	8	2	4	4	524288	494667	55.702	42.3475	40.2978	2.0497	13.3544	11.7767	1.57769	429295.0	205137.0	224158.0	0	0	8	8	0	0	0	0	9	49
2	131072	4	2	2	4	524288	319483	116.017	65.2033	63.1536	2.0497	50.8141	42.065	8.7491	2489080.0	205137.0	2283950.0	0	0	8	8	0	0	0	0	9	49
1	65536	8	2	1	2	524288	516665	140.006	101.07	97.6357	3.43389	38.936	34.4127	4.52326	1155610.0	270966.0	884645.0	0	0	8	8	0	0	0	0	9	60
1	16384	2	4	4	4	1048576	738393	81.9629	71.6147	68.1974	3.41732	10.3482	9.1173	1.23093	504247.0	269626.0	234621.0	0	0	8	8	0	0	0	0	9	53
2	65536	4	1	2	1	262144	528964	58.5317	40.0741	38.0244	2.0497	18.4576	14.1685	4.28904	1089970.0	205137.0	884833.0	0	0	8	8	0	0	0	0	9	49
2	32768	1	4	4	1	1048576	642271	39.9956	33.4517	31.421	2.03077	6.54384	4.35582	2.18802	737776.0	203606.0	534170.0	0	0	8	8	0	0	0	0	9	41
2	16384	4	2	1	8	1048576	515411	54.6283	40.5846	38.5349	2.0497	14.0437	12.7509	1.29277	439580.0	205137.0	234443.0	0	0	8	8	0	0	0	0	9	49
1	16384	4	1	4	8	131072	719300	85.0357	73.4255	70.0106	3.41496	11.6102	10.3174	1.29277	503878.0	269434.0	234443.0	0	0	8	8	0	0	0	0	9	52
1	32768	16	4	4	16	1048576	648364	156.92	80.8973	77.4895	3.40786	76.0228	72.218	3.80483	1130760.0	268860.0	861903.0	0	0	8	8	0	0	0	0	9	49
1	65536	16	2	1	4	262144	468598	289.58	111.108	107.71	3.39839	178.471	172.762	5.7097	1511310.0	268094.0	1243210.0	0	0	8	8	0	0	0	0	9	45
4	65536	1	2	2	8	131072	378980	38.9916	25.8483	24.2253	1.62295	13.1433	9.06531	4.07797	1034330.0	182667.0	851663.0	0	0	8	8	0	0	0	0	9	50
2	32768	1	1	2	4	1048576	448621	62.5439	46.6984	44.6487	2.0497	15.8455	13.6575	2.18802	739307.0	205137.0	534170.0	0	0	8	8	0	0	0	0	9	49
2	32768	16	1	1	1	1048576	619926	76.7632	34.3048	32.2646	2.04024	42.4584	38.6536	3.80483	1066270.0	204371.0	861903.0	0	0	8	8	0	0	0	0	9	45
1	65536	16	4	2	16	1048576	478561	230.623	109.623	106.225	3.39839	121.0	115.29	5.7097	1511310.0	268094.0	1243210.0	0	0	8	8	0	0	0	0	9	45
2	131072	4	1	4	8	131072	332200	111.924	62.7771	60.7369	2.04024	49.1473	40.3982	8.7491	2488320.0	204371.0	2283950.0	0	0	8	8	0	0	0	0	9	45
4	16384	1	1	2	4	524288	424743	30.1627	22.9856	21.365	1.62058	7.17708	5.96933	1.20775	417002.0	182476.0	234527.0	0	0	8	8	0	0	0	0	9	49
1	131072	1	1	1	4	131072	323620	287.583	158.486	155.088	3.39839	129.097	120.518	8.57863	2199750.0	268094.0	1931650.0	0	0	8	8	0	0	0	0	9	45
4	16384	4	1	1	2	524288	478570	25.8177	20.5964	18.9758	1.62058	5.22127	3.9285	1.29277	416919.0	182476.0	234443.0	0	0	8	8	0	0	0	0	9	49
4	16384	2	4	4	16	524288	442415	27.1068	22.0817	20.4516	1.63005	5.02517	3.79423	1.23093	417862.0	183241.0	234621.0	0	0	8	8	0	0	0	0	9	53
2	65536	1	1	1	1	131072	605233	50.5827	35.1196	33.0889	2.03077	15.463	11.3851	4.07797	1055270.0	203606.0	851663.0	0	0	8	8	0	0	0	0	9	41
4	131072	16	4	4	1	1048576	495673	51.3621	20.113	18.5019	1.61112	31.2491	21.7444	9.50465	2185710.0	181710.0	2004000.0	0	0	8	8	0	0	0	0	9	45
1	16384	1	4	2	4	262144	740610	81.5263	71.4718	68.0639	3.40786	10.0545	8.84675	1.20775	503387.0	268860.0	234527.0	0	0	8	8	0	0	0	0	9	49
1	65536	2	1	2	1	262144	555104	123.615	94.4001	90.9923	3.40786	29.2146	25.0884	4.12621	1121360.0	268860.0	852502.0	0	0	8	8	0	0	0	0	9	49
1	131072	1	2	1	16	262144	351011	265.639	147.779	144.38	3.39839	117.861	109.282	8.57863	2199750.0	268094.0	1931650.0	0	0	8	8	0	0	0	0	9	45
4	131072	2	1	2	1	524288	477450	56.2511	20.7675	19.1469	1.62058	35.4836	27.1999	8.2837	2130060.0	182476.0	1947580.0	0	0	8	8	0	0	0	0	9	49
1	16384	1	4	4	4	524288	748518	80.4318	70.7706	67.3628	3.40786	9.66116	8.45342	1.20775	503387.0	268860.0	234527.0	0	0	8	8	0	0	0	0	9	49
1	32768	2	1	4	4	524288	562928	112.573	93.07	89.6716	3.39839	19.5028	17.2545	2.24834	723456.0	268094.0	455361.0	0	0	8	8	0	0	0	0	9	45
1	65536	2	4	1	16	131072	382839	177.36	135.896	132.488	3.40786	41.4645	37.3383	4.12621	1121360.0	268860.0	852502.0	0	0	8	8	0	0	0	0	9	49
2	16384	2	1	4	1	262144	645829	38.8774	33.1991	31.1588	2.04024	5.67836	4.44743	1.23093	438993.0	204371.0	234621.0	0	0	8	8	0	0	0	0	9	45
1	65536	1	2	2	1	1048576	719914	94.0242	73.6447	70.2464	3.39839	20.3794	16.3015	4.07797	1119760.0	268094.0	851663.0	0	0	8	8	0	0	0	0	9	45
2	65536	1	1	4	1	524288	628530	47.6346	34.0783	32.0381	2.04024	13.5563	9.47832	4.07797	1056030.0	204371.0	851663.0	0	0	8	8	0	0	0	0	9	45
2	65536	1	2	2	4	524288	427630	69.4355	49.3095	47.2598	2.0497	20.126	16.048	4.07797	1056800.0	205137.0	851663.0	0	0	8	8	0	0	0	0	9	49
1	32768	2	4	1	1	262144	755038	82.7325	70.3612	66.9628	3.39839	12.3713	10.123	2.24834	723456.0	268094.0	455361.0	0	0	8	8	0	0	0	0	9	45
2	32768	16	4	4	16	524288	496920	93.0888	42.3703	40.3206	2.0497	50.7185	46.9137	3.80483	1067040.0	205137.0	861903.0	0	0	8	8	0	0	0	0	9	49
4	32768	2	2	2	16	1048576	391934	33.1735	24.9436	23.323	1.62058	8.22996	5.98162	2.24834	637837.0	182476.0	455361.0	0	0	8	8	0	0	0	0	9	49
4	16384	2	2	1	1	262144	573252	21.5511	17.5392	15.9304	1.60875	4.01196	2.78103	1.23093	416140.0	181519.0	234621.0	0	0	8	8	0	0	0	0	9	44
4	131072	16	1	4	1	524288	496929	57.2429	20.0151	18.4134	1.60165	37.2278	27.7231	9.50465	2184950.0	180944.0	2004000.0	0	0	8	8	0	0	0	0	9	41
2	131072	8	1	2	2	131072	398649	132.888	52.5138	50.4641	2.0497	80.3743	71.5867	8.78763	2198620.0	205137.0	1993480.0	0	0	8	8	0	0	0	0	9	49
2	32768	1	1	1	16	524288	442071	64.222	46.2112	44.171	2.04024	18.0107	15.8227	2.18802	738542.0	204371.0	534170.0	0	0	8	8	0	0	0	0	9	45
4	32768	16	1	2	4	1048576	406038	71.5353	23.9663	22.3481	1.61822	47.569	43.7642	3.80483	1044190.0	182284.0	861903.0	0	0	8	8	0	0	0	0	9	48
1	65536	16	4	1	8	131072	463776	232.703	112.963	109.555	3.40786	119.74	114.03	5.7097	1512070.0	268860.0	1243210.0	0	0	8	8	0	0	0	0	9	49
2	16384	16	2	1	16	1048576	513648	118.617	40.7143	38.6646	2.0497	77.9029	74.9435	2.95945	883623.0	205137.0	678486.0	0	0	8	8	0	0	0	0	9	49
2	65536	4	2	1	1	131072	531133	58.0633	39.8961	37.8559	2.04024	18.1671	13.8781	4.28904	1089200.0	204371.0	884833.0	0	0	8	8	0	0	0	0	9	45
2	65536	4	2	1	8	524288	375925	91.4655	55.4827	53.4425	2.04024	35.9828	31.6937	4.28904	1089200.0	204371.0	884833.0	0	0	8	8	0	0	0	0	9	45
1	16384	1	4	1	2	131072	815117	73.0191	65.385	61.9771	3.40786	7.63408	6.42634	1.20775	503387.0	268860.0	234527.0	0	0	8	8	0	0	0	0	9	49
1	65536	8	1	1	1	262144	598271	121.495	87.2587	83.8603	3.39839	34.2366	29.7133	4.52326	1152740.0	268094.0	884645.0	0	0	8	8	0	0	0	0	9	45
2	32768	2	1	2	2	131072	521903	51.4068	40.5401	38.4999	2.04024	10.8667	8.61835	2.24834	659733.0	204371.0	455361.0	0	0	8	8	0	0	0	0	9	45
2	32768	16	2	1	1	262144	636713	72.7733	33.5953	31.555	2.04024	39.178	35.3732	3.80483	1066270.0	204371.0	861903.0	0	0	8	8	0	0	0	0	9	45
1	16384	2	4	4	1	1048576	860314	68.8591	62.3617	58.9538	3.40786	6.49744	5.26651	1.23093	503481.0	268860.0	234621.0	0	0	8	8	0	0	0	0	9	49
2	32768	8	1	1	1	524288	619500	48.653	34.335	32.2924	2.0426	14.318	11.7795	2.53852	618235.0	204563.0	413672.0	0	0	8	8	0	0	0	0	9	46
2	65536	16	4	2	8	131072	401720	126.494	52.3674	50.3271	2.04024	74.1262	68.4165	5.7097	1447590.0	204371.0	1243210.0	0	0	8	8	0	0	0	0	9	45
4	16384	2	1	1	1	131072	569056	21.8232	17.5862	15.968	1.61822	4.23698	3.00605	1.23093	416905.0	182284.0	234621.0	0	0	8	8	0	0	0	0	9	48
4	32768	16	1	2	2	1048576	472086	49.0993	20.9398	19.3287	1.61112	28.1596	24.3547	3.80483	1043610.0	181710.0	861903.0	0	0	8	8	0	0	0	0	9	45
2	32768	2	2	2	2	262144	528383	49.7582	40.1237	38.074	2.0497	9.63456	7.38623	2.24834	660498.0	205137.0	455361.0	0	0	8	8	0	0	0	0	9	49
4	131072	16	2	2	8	262144	312659	95.2831	30.9335	29.3129	1.62058	64.3496	54.845	9.50465	2186480.0	182476.0	2004000.0	0	0	8	8	0	0	0	0	9	49
4	65536	4	4	4	16	524288	362997	41.7508	26.8445	25.2334	1.61112	14.9062	10.6172	4.28904	1066540.0	181710.0	884833.0	0	0	8	8	0	0	0	0	9	45
4	65536	1	1	1	2	1048576	456190	33.2253	21.555	19.9344	1.62058	11.6703	7.5923	4.07797	1034140.0	182476.0	851663.0	0	0	8	8	0	0	0	0	9	49
2	32768	16	2	2	2	524288	545434	79.226	38.89	36.8498	2.04024	40.3359	36.5311	3.80483	1066270.0	204371.0	861903.0	0	0	8	8	0	0	0	0	9	45
4	16384	1	2	1	8	1048576	439640	29.5792	22.2073	20.5867	1.62058	7.37194	6.1642	1.20775	417002.0	182476.0	234527.0	0	0	8	8	0	0	0	0	9	49
4	131072	1	1	2	1	131072	477450	41.8297	20.7675	19.1469	1.62058	21.0622	12.4836	8.57863	2114130.0	182476.0	1931650.0	0	0	8	8	0	0	0	0	9	49
4	16384	4	2	2	4	1048576	427318	28.6517	22.8035	21.1829	1.62058	5.84821	4.55545	1.29277	416919.0	182476.0	234443.0	0	0	8	8	0	0	0	0	9	49
1	32768	16	1	4	16	131072	606514	171.448	86.2047	82.7897	3.41496	85.2436	81.4388	3.80483	1131340.0	269434.0	861903.0	0	0	8	8	0	0	0	0	9	52
1	65536	16	4	2	1	1048576	646811	151.703	81.8183	78.4128	3.40549	69.8844	64.1747	5.7097	1511880.0	268669.0	1243210.0	0	0	8	8	0	0	0	0	9	48
4	131072	2	1	1	2	524288	378288	70.2426	25.6302	24.0191	1.61112	44.6123	36.3286	8.2837	2129290.0	181710.0	1947580.0	0	0	8	8	0	0	0	0	9	45
2	32768	1	4	1	2	131072	546064	47.5008	38.9286	36.8789	2.0497	8.57219	6.38417	2.18802	739307.0	205137.0	534170.0	0	0	8	8	0	0	0	0	9	49
2	65536	8	2	1	4	131072	395795	91.4942	52.7163	50.6761	2.04024	38.7779	34.2546	4.52326	1089020.0	204371.0	884645.0	0	0	8	8	0	0	0	0	9	45
4	16384	8	4	2	4	1048576	426485	31.2346	22.8306	21.21	1.62058	8.40399	6.8263	1.57769	406633.0	182476.0	224158.0	0	0	8	8	0	0	0	0	9	49
4	131072	8	1	1	16	131072	302049	119.424	31.7035	30.1019	1.60165	87.7201	78.9325	8.78763	2174430.0	180944.0	1993480.0	0	0	8	8	0	0	0	0	9	41
1	32768	8	4	4	8	262144	620537	109.856	84.2941	80.8957	3.39839	25.5615	23.0229	2.53852	681767.0	268094.0	413672.0	0	0	8	8	0	0	0	0	9	45
1	32768	2	1	2	16	1048576	574699	118.012	90.8202	87.4123	3.40786	27.192	24.9436	2.24834	724222.0	268860.0	455361.0	0	0	8	8	0	0	0	0	9	49
4	131072	4	2	1	1	262144	478690	42.2343	20.7008	19.0897	1.61112	21.5335	12.7844	8.7491	2465660.0	181710.0	2283950.0	0	0	8	8	0	0	0	0	9	45
1	65536	2	2	1	16	524288	397616	189.569	130.518	127.12	3.39839	59.0513	54.9251	4.12621	1120600.0	268094.0	852502.0	0	0	8	8	0	0	0	0	9	45
4	32768	1	1	4	4	524288	387497	33.1995	25.2608	23.6497	1.61112	7.93869	5.75067	2.18802	715880.0	181710.0	534170.0	0	0	8	8	0	0	0	0	9	45
1	131072	2	2	4	16	524288	333494	323.345	155.574	152.168	3.40549	167.771	159.488	8.2837	2216250.0	268669.0	1947580.0	0	0	8	8	0	0	0	0	9	48
