cycle_time,pipelining,cache_size,cache_assoc,cache_hit_latency,cache_line_sz,cache_queue_size,tlb_hit_latency,tlb_miss_latency,tlb_entries,tlb_max_outstanding_walks,tlb_assoc,tlb_bandwidth,l2cache_size,pipelined_dma,ignore_cache_flush,cycle,avg_power,fu_power,avg_fu_dynamic_power,avg_fu_leakage_power,avg_mem_power,avg_mem_dynamic_power,avg_mem_leakage_power,total_area,fu_area,mem_area,num_sp_multiplier,num_sp_adder,num_dp_multiplier,num_dp_adder,num_trig_unit,num_multiplier,num_adder,num_bit_wise,num_shifter,num_register
5,1,131072,4,3,64,16,2,16,32,8,1,1,131072,1,1,25986,18.9097,5.05739,2.49169,2.56569,13.8523,9.15443,4.69785,582326.0,211329.0,370997.0,0,0,0,0,0,2,84,30,31,927
2,0,131072,1,2,64,64,4,8,16,8,1,2,524288,1,1,57650,21.0063,3.89169,3.19756,0.694132,17.1146,11.4555,5.65909,786234.0,63440.7,722793.0,0,0,0,0,0,4,84,30,31,95
4,0,16384,8,3,32,32,2,16,16,4,2,1,524288,0,0,69405,5.20244,1.69744,1.22899,0.468447,3.505,2.7464,0.758596,98210.0,41601.5,56608.5,0,0,0,0,0,2,84,30,31,40
1,1,16384,16,3,64,64,1,8,64,8,8,1,131072,0,0,39874,36.5352,14.3386,11.7055,2.63309,22.1966,21.3141,0.8825129999999999,296198.0,224650.0,71547.2,0,0,0,0,0,2,84,30,31,935
3,1,65536,8,2,64,64,2,2,32,4,4,2,524288,1,0,25208,26.374,7.2016399999999985,4.50975,2.6919,19.1723,16.1225,3.04978,580604.0,224716.0,355888.0,0,0,0,0,0,4,84,30,31,941
2,1,65536,2,4,64,32,1,2,8,8,8,1,1048576,0,1,30339,22.8632,8.78668,6.23444,2.5522400000000003,14.0766,11.6104,2.46617,399742.0,211266.0,188476.0,0,0,0,0,0,2,84,30,31,921
5,0,131072,1,1,32,128,3,4,8,8,2,1,524288,0,0,44705,14.4514,1.92901,1.4624,0.466609,12.5224,7.586880000000002,4.93548,487592.0,41552.4,446039.0,0,0,0,0,0,2,84,30,31,40
3,1,32768,4,3,32,16,3,2,64,4,2,1,131072,0,0,38196,13.5241,5.59,3.03644,2.55357,7.934069999999998,6.5587300000000015,1.37533,317344.0,211131.0,106213.0,0,0,0,0,0,2,84,30,31,922
5,1,131072,1,1,64,32,1,2,32,4,4,2,262144,0,0,18419,25.7442,6.177219999999998,3.4891400000000004,2.68808,19.567,13.9079,5.65909,945418.0,222625.0,722793.0,0,0,0,0,0,4,84,30,31,938
3,0,32768,16,4,32,64,3,1,16,8,4,2,131072,1,1,67906,13.8075,2.28119,1.68128,0.599911,11.5263,9.38441,2.14189,308871.0,55513.7,253357.0,0,0,0,0,0,4,84,30,31,57
5,0,32768,16,3,64,128,4,8,8,8,1,2,524288,1,0,60295,8.365089999999999,1.72802,1.0538299999999998,0.674188,6.63707,4.6020400000000015,2.03503,313059.0,59738.5,253320.0,0,0,0,0,0,4,84,30,31,87
1,0,65536,16,4,64,32,3,1,8,4,1,1,262144,1,1,63826,30.2377,7.8602,7.2907,0.569505,22.3775,19.754,2.62343,249133.0,57744.4,191388.0,0,0,0,0,0,2,84,30,31,63
2,1,16384,8,3,64,16,2,8,16,8,4,2,131072,1,0,26553,24.3134,9.65561,6.96652,2.68909,14.6578,13.7243,0.933512,349251.0,224796.0,124455.0,0,0,0,0,0,4,84,30,31,938
3,0,131072,4,4,32,64,1,1,32,8,8,2,131072,1,0,39910,25.2074,3.46225,2.86234,0.599911,21.7451,15.6746,6.07051,925042.0,55513.7,869529.0,0,0,0,0,0,4,84,30,31,57
4,0,32768,1,1,64,128,2,1,8,8,4,2,1048576,1,1,86729,5.28113,1.6466,0.960393,0.6862020000000001,3.63454,2.12625,1.5082799999999998,259147.0,60602.3,198544.0,0,0,0,0,0,4,84,30,31,91
4,1,131072,16,3,32,16,2,1,8,4,8,1,1048576,0,1,30965,27.2849,5.31723,2.7639,2.55333,21.9677,16.6677,5.30006,592926.0,210230.0,382696.0,0,0,0,0,0,2,84,30,31,921
3,0,131072,2,1,64,128,1,16,8,8,8,2,131072,1,0,33444,23.2519,4.06996,3.38959,0.680372,19.182,13.5074,5.6745800000000015,783097.0,62021.5,721076.0,0,0,0,0,0,4,84,30,31,91
5,0,131072,1,2,64,64,1,16,16,4,2,2,131072,1,0,34379,15.8792,2.53448,1.86266,0.671821,13.3447,7.685589999999999,5.65909,782340.0,59547.1,722793.0,0,0,0,0,0,4,84,30,31,86
3,1,32768,1,4,64,32,2,1,8,8,2,2,131072,1,1,31566,15.5318,6.29421,3.60231,2.6919,9.23755,7.729260000000001,1.5082799999999998,423261.0,224716.0,198544.0,0,0,0,0,0,4,84,30,31,941
4,0,65536,8,3,64,64,3,4,16,8,4,2,1048576,1,1,42556,12.8639,2.64151,1.95531,0.6862020000000001,10.2224,7.1726600000000005,3.04978,416490.0,60602.3,355888.0,0,0,0,0,0,4,84,30,31,91
1,1,65536,2,2,32,16,2,2,16,4,4,2,262144,0,1,53725,37.6558,11.3501,8.556510000000001,2.79355,26.3058,23.2208,3.08497,623844.0,237736.0,386108.0,0,0,0,0,0,4,84,30,31,937
2,1,131072,16,2,32,16,1,2,64,4,1,2,131072,1,0,22769,108.044,10.8343,8.149980000000001,2.68436,97.2101,90.4094,6.800669999999998,1043280.0,224413.0,818865.0,0,0,0,0,0,4,84,30,31,936
1,1,131072,16,2,64,32,1,16,16,8,1,1,524288,1,0,33726,70.4943,16.4602,13.8342,2.6259900000000003,54.0341,49.0957,4.9383300000000006,564616.0,224076.0,340540.0,0,0,0,0,0,2,84,30,31,932
3,0,65536,2,2,64,32,1,1,32,4,2,1,524288,0,1,44653,11.0474,3.12973,2.57585,0.5538770000000001,7.91765,5.45149,2.46617,237869.0,49393.1,188476.0,0,0,0,0,0,2,84,30,31,77
1,0,16384,16,3,32,128,3,8,32,8,1,1,262144,1,1,107476,16.6845,4.86135,4.32971,0.531641,11.8231,10.8895,0.933599,126261.0,54681.9,71579.2,0,0,0,0,0,2,84,30,31,47
4,0,131072,1,1,64,32,1,4,64,4,2,1,524288,0,1,39242,15.0291,2.72468,2.16867,0.5560069999999999,12.3045,7.62753,4.67692,383164.0,48683.5,334481.0,0,0,0,0,0,2,84,30,31,77
3,1,131072,4,1,32,128,1,2,16,4,1,2,1048576,0,1,23125,39.2332,7.61733,4.93017,2.68716,31.6159,25.5454,6.07051,1093860.0,224334.0,869529.0,0,0,0,0,0,4,84,30,31,939
4,0,16384,8,3,32,64,1,16,64,8,1,2,524288,1,0,59293,7.20675,2.02047,1.4147299999999998,0.605741,5.18628,4.19561,0.99067,178579.0,54094.5,124485.0,0,0,0,0,0,4,84,30,31,57
5,1,65536,2,1,64,64,4,4,8,4,4,1,131072,0,0,29730,11.9467,4.73064,2.1791400000000003,2.5515,7.2160600000000015,4.74989,2.46617,398657.0,210181.0,188476.0,0,0,0,0,0,2,84,30,31,921
2,0,131072,16,3,64,64,3,2,32,8,4,1,131072,0,0,48762,26.6089,4.41886,3.85922,0.559645,22.1901,17.2517,4.9383300000000006,390643.0,50102.7,340540.0,0,0,0,0,0,2,84,30,31,79
4,0,65536,1,1,64,16,3,4,64,8,4,1,524288,1,1,93077,5.85534,1.47022,0.914216,0.5560069999999999,4.38512,1.92451,2.4606,238376.0,48683.5,189693.0,0,0,0,0,0,2,84,30,31,77
3,0,65536,8,3,32,32,4,2,32,8,2,2,262144,0,1,65971,13.4216,2.33065,1.7307400000000002,0.599911,11.091,7.8111,3.27989,455886.0,55513.7,400372.0,0,0,0,0,0,4,84,30,31,57
3,0,65536,16,1,32,16,3,8,64,8,1,2,131072,1,1,58605,19.6521,2.54892,1.94901,0.599911,17.1031,13.5079,3.59521,459603.0,55513.7,404090.0,0,0,0,0,0,4,84,30,31,57
2,0,16384,4,3,32,32,1,8,16,4,4,1,131072,0,1,77376,8.01218,2.89511,2.43722,0.457885,5.11707,4.3984,0.7186680000000001,97910.7,41872.2,56038.4,0,0,0,0,0,2,84,30,31,36
2,1,16384,16,3,32,32,3,4,32,4,4,2,524288,0,1,37085,31.1265,7.7049699999999985,5.01588,2.68909,23.4215,21.9849,1.43661,394286.0,224796.0,169490.0,0,0,0,0,0,4,84,30,31,938
2,0,65536,4,4,64,128,2,1,32,4,8,2,262144,1,0,44649,19.7513,4.82216,4.13039,0.691765,14.9291,11.9612,2.96795,418000.0,63249.2,354750.0,0,0,0,0,0,4,84,30,31,94
5,0,65536,1,3,64,128,1,2,8,8,8,2,1048576,0,1,96664,6.169,1.33658,0.664762,0.671821,4.83242,1.94103,2.8913900000000003,447468.0,59547.1,387921.0,0,0,0,0,0,4,84,30,31,86
3,1,131072,2,1,32,16,3,8,64,4,8,2,262144,0,1,21883,39.8114,7.920660000000002,5.2335,2.68716,31.8908,25.8617,6.02909,1094340.0,224334.0,870011.0,0,0,0,0,0,4,84,30,31,939
4,1,16384,2,1,32,16,3,1,32,4,8,1,131072,0,0,37846,9.47539,4.82344,2.2677400000000003,2.5557,4.65195,3.94798,0.703973,273431.0,210421.0,63009.7,0,0,0,0,0,2,84,30,31,922
4,0,16384,8,4,32,16,4,8,16,8,8,1,1048576,1,1,75269,4.89262,1.60159,1.13314,0.468447,3.29104,2.53244,0.758596,98210.0,41601.5,56608.5,0,0,0,0,0,2,84,30,31,40
4,1,131072,4,2,64,64,2,16,16,4,1,1,1048576,1,1,32821,18.8936,5.14501,2.59878,2.54623,13.7486,9.05076,4.69785,580653.0,209656.0,370997.0,0,0,0,0,0,2,84,30,31,918
4,1,32768,4,4,32,16,1,1,64,4,8,1,262144,1,1,38036,11.119000000000002,4.81199,2.2562900000000004,2.5557,6.30701,4.93168,1.37533,316635.0,210421.0,106213.0,0,0,0,0,0,2,84,30,31,922
5,1,131072,8,4,32,16,1,1,16,8,1,2,1048576,1,0,22535,29.3741,5.56482,2.87201,2.69281,23.8093,17.524,6.28526,1128160.0,223008.0,905154.0,0,0,0,0,0,4,84,30,31,940
5,0,131072,16,3,64,32,2,4,32,8,2,2,262144,0,0,37361,24.9194,2.38846,1.7142700000000002,0.674188,22.531,16.1553,6.37565,878804.0,59738.5,819066.0,0,0,0,0,0,4,84,30,31,87
5,0,16384,8,4,32,128,2,8,32,4,8,2,131072,1,0,61033,5.9197,1.6679099999999998,1.06235,0.6055590000000001,4.2518,3.26113,0.99067,178672.0,54187.7,124485.0,0,0,0,0,0,4,84,30,31,58
4,1,16384,4,2,32,128,3,2,8,8,4,2,262144,1,0,31406,11.3697,5.38019,2.6872,2.69299,5.9895,5.07025,0.91925,340276.0,222914.0,117361.0,0,0,0,0,0,4,84,30,31,939
5,1,131072,2,4,64,16,3,8,16,8,8,2,1048576,0,0,18426,25.9595,6.17506,3.4869800000000004,2.68808,19.7844,14.1098,5.6745800000000015,943700.0,222625.0,721076.0,0,0,0,0,0,4,84,30,31,938
4,0,65536,16,2,64,128,1,8,32,4,2,2,1048576,0,1,36102,22.9211,2.9912400000000003,2.30503,0.6862020000000001,19.9299,16.3591,3.57077,572349.0,60602.3,511747.0,0,0,0,0,0,4,84,30,31,91
3,1,32768,1,4,32,128,4,16,16,4,2,2,262144,0,0,39713,15.5249,5.58028,2.88839,2.6919,9.9446,8.34828,1.59633,444930.0,224716.0,220213.0,0,0,0,0,0,4,84,30,31,941
1,0,131072,4,4,32,64,3,8,8,4,8,2,524288,1,1,53808,50.182,9.2353,8.51481,0.720493,40.9467,34.8762,6.07051,939593.0,70064.3,869529.0,0,0,0,0,0,4,84,30,31,61
2,1,32768,4,4,64,32,1,1,64,4,2,2,524288,0,0,26946,26.4178,9.55007,6.863339999999999,2.68672,16.8677,15.3096,1.55808,425217.0,224604.0,200613.0,0,0,0,0,0,4,84,30,31,937
3,1,16384,16,4,64,16,1,1,32,8,8,1,262144,1,1,31487,15.9986,6.21453,3.66333,2.5512,9.78403,8.90152,0.8825129999999999,282487.0,210940.0,71547.2,0,0,0,0,0,2,84,30,31,921
2,0,131072,4,4,32,64,3,2,32,8,1,2,262144,0,1,44892,31.6995,4.73625,4.12258,0.613671,26.9633,20.8928,6.07051,926462.0,56932.9,869529.0,0,0,0,0,0,4,84,30,31,61
4,1,131072,16,4,64,128,4,4,16,4,4,1,262144,1,0,26359,26.1539,5.78733,3.23873,2.5486,20.3665,15.4282,4.9383300000000006,550387.0,209847.0,340540.0,0,0,0,0,0,2,84,30,31,919
3,0,32768,16,3,64,32,1,2,16,8,1,2,262144,0,0,44277,15.7092,3.2277400000000003,2.54737,0.680372,12.4814,10.4464,2.03503,315342.0,62021.5,253320.0,0,0,0,0,0,4,84,30,31,91
3,0,16384,2,1,32,64,2,16,32,4,2,2,262144,0,0,57735,6.9032,2.5788900000000003,1.97898,0.599911,4.324319999999998,3.4307199999999995,0.893599,172818.0,55513.7,117304.0,0,0,0,0,0,4,84,30,31,57
4,0,131072,16,2,32,16,2,1,32,4,8,2,131072,1,1,36867,38.835,2.86939,2.26601,0.603375,35.9656,29.1649,6.800669999999998,872768.0,53903.1,818865.0,0,0,0,0,0,4,84,30,31,56
1,1,16384,2,1,64,16,2,2,8,4,4,2,262144,1,1,39056,27.9304,14.5286,11.7327,2.79591,13.4018,12.5776,0.824156,340895.0,237927.0,102968.0,0,0,0,0,0,4,84,30,31,938
1,0,131072,4,4,64,16,2,8,64,4,8,1,524288,1,0,52233,38.1369,9.46758,8.89808,0.569505,28.6694,23.9715,4.69785,428742.0,57744.4,370997.0,0,0,0,0,0,2,84,30,31,63
4,1,65536,2,4,32,32,4,1,8,4,8,1,131072,1,1,35755,13.9216,4.95188,2.39855,2.55333,8.96972,6.34672,2.623,398624.0,210230.0,188394.0,0,0,0,0,0,2,84,30,31,921
1,0,16384,16,2,32,32,3,16,8,4,1,1,131072,1,0,130151,14.0218,4.09491,3.57747,0.517442,9.92693,8.99333,0.933599,125113.0,53533.5,71579.2,0,0,0,0,0,2,84,30,31,41
5,1,16384,4,1,32,32,3,1,64,4,4,1,524288,0,1,37447,8.46897,4.30173,1.7455,2.55623,4.1672400000000005,3.44857,0.7186680000000001,266602.0,210564.0,56038.4,0,0,0,0,0,2,84,30,31,923
3,1,65536,16,1,64,16,4,1,8,4,2,1,524288,0,0,30939,22.064,6.2815,3.72793,2.55357,15.7825,13.1591,2.62343,402520.0,211131.0,191388.0,0,0,0,0,0,2,84,30,31,922
2,1,131072,1,1,64,16,1,1,16,4,1,1,131072,0,0,26843,35.5448,9.5939,7.04403,2.54987,25.9509,21.274,4.67692,545556.0,211075.0,334481.0,0,0,0,0,0,2,84,30,31,920
5,1,16384,16,2,64,128,1,8,16,8,1,1,1048576,1,1,34877,10.1355,4.40421,1.85035,2.55386,5.7312699999999985,4.84876,0.8825129999999999,281920.0,210372.0,71547.2,0,0,0,0,0,2,84,30,31,922
4,1,65536,1,3,32,16,2,4,8,8,4,2,131072,1,1,33205,17.5606,5.22405,2.53579,2.68826,12.3365,9.26702,3.06948,610309.0,222532.0,387777.0,0,0,0,0,0,4,84,30,31,937
4,0,16384,8,3,64,128,4,8,64,8,4,2,131072,0,1,44288,7.650989999999998,2.56517,1.87897,0.6862020000000001,5.08582,4.15231,0.933512,185057.0,60602.3,124455.0,0,0,0,0,0,4,84,30,31,91
2,0,32768,4,2,32,16,4,1,32,8,2,1,524288,0,0,78418,9.34969,2.88879,2.40488,0.483917,6.4609,5.08556,1.37533,150191.0,43977.7,106213.0,0,0,0,0,0,2,84,30,31,47
2,1,32768,1,3,32,128,4,8,8,8,8,2,262144,0,1,44069,19.8296,6.90591,4.21919,2.68672,12.9237,11.3274,1.59633,444818.0,224604.0,220213.0,0,0,0,0,0,4,84,30,31,937
3,1,131072,8,3,32,32,1,8,32,8,4,2,262144,0,0,21916,44.2103,7.91512,5.22559,2.68953,36.2952,30.0099,6.28526,1129680.0,224525.0,905154.0,0,0,0,0,0,4,84,30,31,940
4,1,65536,2,1,64,64,1,16,8,4,8,1,131072,1,0,30093,13.6913,5.38696,2.83836,2.5486,8.30439,5.83823,2.46617,398323.0,209847.0,188476.0,0,0,0,0,0,2,84,30,31,919
5,1,65536,16,2,64,64,1,16,64,8,2,2,1048576,0,0,25179,27.3742,5.24895,2.55377,2.69518,22.1252,18.5545,3.57077,734946.0,223199.0,511747.0,0,0,0,0,0,4,84,30,31,941
3,0,16384,1,3,32,16,1,2,64,8,8,2,524288,1,0,107100,4.30232,1.67416,1.07425,0.599911,2.62816,1.74724,0.8809239999999999,171564.0,55513.7,116051.0,0,0,0,0,0,4,84,30,31,57
1,1,131072,4,1,32,32,3,16,64,4,2,1,262144,1,1,40238,59.2157,14.1984,11.6031,2.59523,45.0173,40.0488,4.96851,664239.0,221588.0,442651.0,0,0,0,0,0,2,84,30,31,919
5,1,16384,4,1,64,32,3,1,16,8,1,1,1048576,1,1,32218,8.45612,4.5605,2.009,2.5515,3.89562,3.23422,0.661399,262475.0,210181.0,52293.7,0,0,0,0,0,2,84,30,31,921
2,0,32768,8,2,32,128,2,4,64,4,2,1,524288,0,0,74636,10.3671,2.98441,2.52652,0.457885,7.38265,5.96208,1.42058,149391.0,41872.2,107519.0,0,0,0,0,0,2,84,30,31,36
4,0,32768,2,1,64,128,1,1,8,4,1,2,131072,1,0,36593,9.70977,2.95205,2.26585,0.6862020000000001,6.75772,5.22526,1.53246,261576.0,60602.3,200974.0,0,0,0,0,0,4,84,30,31,91
1,1,16384,1,1,32,128,3,8,32,8,2,2,131072,1,1,72990,17.4637,9.09282,6.29927,2.79355,8.37084,7.48992,0.8809239999999999,353786.0,237736.0,116051.0,0,0,0,0,0,4,84,30,31,937
3,1,131072,2,2,64,16,2,16,8,4,4,1,524288,1,0,26197,26.4974,6.9531399999999985,4.39957,2.55357,19.5443,14.8618,4.6824900000000005,545744.0,211131.0,334613.0,0,0,0,0,0,2,84,30,31,922
4,0,131072,4,3,64,128,3,2,8,4,1,1,131072,0,0,51994,12.8913,2.19,1.63399,0.5560069999999999,10.7013,6.0035,4.69785,419681.0,48683.5,370997.0,0,0,0,0,0,2,84,30,31,77
5,1,131072,1,2,64,64,2,1,8,4,1,2,1048576,0,1,18626,25.4267,6.13019,3.44211,2.68808,19.2965,13.6374,5.65909,945418.0,222625.0,722793.0,0,0,0,0,0,4,84,30,31,938
5,0,131072,2,2,64,128,1,2,64,4,1,1,131072,1,1,40815,12.8158,2.13872,1.58928,0.5494359999999999,10.6771,5.99461,4.6824900000000005,382864.0,48251.6,334613.0,0,0,0,0,0,2,84,30,31,75
3,0,131072,4,1,64,32,1,8,16,4,8,1,1048576,1,1,40491,18.3816,3.3942300000000003,2.84035,0.5538770000000001,14.9873,10.2895,4.69785,420390.0,49393.1,370997.0,0,0,0,0,0,2,84,30,31,77
4,0,32768,16,4,64,32,4,2,32,4,1,2,131072,0,1,46233,12.0285,2.48615,1.79994,0.6862020000000001,9.54236,7.507339999999999,2.03503,313923.0,60602.3,253320.0,0,0,0,0,0,4,84,30,31,91
4,0,65536,16,4,64,64,3,16,64,8,8,1,131072,0,1,52260,10.8377,2.18443,1.6284299999999998,0.5560069999999999,8.65324,6.02982,2.62343,240072.0,48683.5,191388.0,0,0,0,0,0,2,84,30,31,77
4,0,131072,4,1,64,64,1,1,64,8,4,1,131072,0,0,38859,15.4782,2.74606,2.19005,0.5560069999999999,12.7321,8.034239999999999,4.69785,419681.0,48683.5,370997.0,0,0,0,0,0,2,84,30,31,77
5,1,65536,4,3,32,32,4,4,64,8,4,1,131072,1,0,36100,12.4223,4.3602300000000005,1.8111,2.54913,8.06203,5.3863,2.67573,446119.0,209990.0,236129.0,0,0,0,0,0,2,84,30,31,920
2,1,131072,8,1,32,32,2,16,16,8,4,2,1048576,0,0,23229,59.4573,10.6743,7.98756,2.68672,48.783,42.4977,6.28526,1129760.0,224604.0,905154.0,0,0,0,0,0,4,84,30,31,937
3,0,32768,16,4,32,64,2,8,8,8,2,1,524288,1,0,73542,9.74708,2.03862,1.56757,0.47105,7.70846,6.16533,1.54313,151368.0,42693.9,108674.0,0,0,0,0,0,2,84,30,31,42
5,0,16384,2,2,32,128,3,4,64,4,8,1,1048576,0,1,63883,4.17133,1.47433,1.01718,0.457143,2.697,1.99303,0.703973,103796.0,40786.8,63009.7,0,0,0,0,0,2,84,30,31,36
3,1,65536,16,2,64,128,4,8,64,4,1,1,524288,1,1,31455,21.7218,6.2203,3.66673,2.55357,15.5015,12.8781,2.62343,402520.0,211131.0,191388.0,0,0,0,0,0,2,84,30,31,922
1,1,131072,4,3,32,128,3,1,16,4,8,2,1048576,0,1,31537,79.2796,17.3536,14.5625,2.79118,61.926,55.8555,6.07051,1107070.0,237544.0,869529.0,0,0,0,0,0,4,84,30,31,936
4,0,16384,4,3,32,64,4,16,16,8,1,1,131072,1,1,97753,3.79636,1.33692,0.870843,0.46608,2.4594400000000003,1.7407700000000002,0.7186680000000001,97448.5,41410.1,56038.4,0,0,0,0,0,2,84,30,31,39
4,0,16384,8,2,32,32,2,4,64,8,4,1,1048576,0,0,65042,5.46446,1.77523,1.31152,0.463714,3.68923,2.93063,0.758596,97827.2,41218.7,56608.5,0,0,0,0,0,2,84,30,31,38
5,1,32768,16,1,64,128,3,4,64,4,8,1,1048576,0,1,31098,12.304,4.63545,2.08396,2.5515,7.66855,6.21715,1.4514,318847.0,210181.0,108666.0,0,0,0,0,0,2,84,30,31,921
3,0,32768,1,4,32,64,1,1,16,8,8,2,524288,1,0,104000,6.38169,1.70607,1.10616,0.599911,4.6756199999999986,3.0792900000000003,1.59633,275727.0,55513.7,220213.0,0,0,0,0,0,4,84,30,31,57
5,0,16384,4,1,32,16,2,8,16,8,2,2,1048576,1,0,52359,5.23719,1.84356,1.238,0.6055590000000001,3.3936300000000004,2.47438,0.91925,171549.0,54187.7,117361.0,0,0,0,0,0,4,84,30,31,58
3,1,16384,8,2,32,64,1,1,8,4,4,2,262144,1,0,32397,17.4224,6.23731,3.54305,2.69426,11.185,10.1944,0.99067,349393.0,224908.0,124485.0,0,0,0,0,0,4,84,30,31,942
5,1,32768,8,4,64,128,4,16,32,8,8,2,262144,0,1,25302,13.9329,5.23674,2.54156,2.69518,8.69612,7.056210000000001,1.6399099999999998,424949.0,223199.0,201750.0,0,0,0,0,0,4,84,30,31,941
1,1,16384,8,4,64,32,3,16,32,8,8,2,131072,0,0,38068,35.3874,14.8312,12.0376,2.79355,20.5562,19.6227,0.933512,362191.0,237736.0,124455.0,0,0,0,0,0,4,84,30,31,937
4,1,131072,16,4,64,32,1,2,16,8,8,1,524288,0,1,26156,26.2788,5.81236,3.26375,2.5486,20.4665,15.5281,4.9383300000000006,550387.0,209847.0,340540.0,0,0,0,0,0,2,84,30,31,919
3,0,131072,4,3,64,128,1,2,64,4,4,1,131072,1,1,44139,17.2868,3.15981,2.6059400000000004,0.5538770000000001,14.127,9.42917,4.69785,420390.0,49393.1,370997.0,0,0,0,0,0,2,84,30,31,77
3,1,131072,16,1,64,32,2,4,16,8,2,1,131072,0,1,26047,32.734,6.9763600000000014,4.42516,2.5512,25.7576,20.8193,4.9383300000000006,551480.0,210940.0,340540.0,0,0,0,0,0,2,84,30,31,921
3,0,65536,16,2,64,64,4,16,8,8,4,1,131072,1,0,51538,13.5557,2.78539,2.23151,0.5538770000000001,10.7703,8.1469,2.62343,240782.0,49393.1,191388.0,0,0,0,0,0,2,84,30,31,77
4,1,16384,2,4,32,32,4,4,32,4,8,1,131072,0,1,38020,9.45401,4.81295,2.25726,2.5557,4.64105,3.93708,0.703973,273431.0,210421.0,63009.7,0,0,0,0,0,2,84,30,31,922
2,1,16384,2,2,32,64,1,16,32,4,2,2,262144,0,1,37247,16.5621,7.68147,4.992380000000002,2.68909,8.88062,7.9870199999999985,0.893599,342100.0,224796.0,117304.0,0,0,0,0,0,4,84,30,31,938
2,0,131072,8,1,64,16,4,2,16,4,1,1,262144,1,0,51197,22.1793,4.23971,3.68006,0.559645,17.9396,13.1517,4.78787,430460.0,50102.7,380357.0,0,0,0,0,0,2,84,30,31,79
4,0,65536,8,3,32,32,4,2,32,4,4,2,131072,1,1,64321,11.1997,1.90996,1.3042200000000002,0.605741,9.28971,6.00982,3.27989,454467.0,54094.5,400372.0,0,0,0,0,0,4,84,30,31,57
4,0,131072,16,2,64,16,3,2,64,4,2,2,131072,0,1,37357,29.4896,2.91379,2.22759,0.6862020000000001,26.5758,20.2001,6.37565,879668.0,60602.3,819066.0,0,0,0,0,0,4,84,30,31,91
3,0,65536,8,1,64,128,3,8,16,8,4,2,131072,1,1,38972,17.0963,3.58917,2.90879,0.680372,13.5072,10.4574,3.04978,417910.0,62021.5,355888.0,0,0,0,0,0,4,84,30,31,91
5,1,16384,2,3,64,64,4,2,8,8,2,1,262144,1,0,31673,8.28365,4.59753,2.04604,2.5515,3.68612,3.03468,0.651439,262595.0,210181.0,52413.6,0,0,0,0,0,2,84,30,31,921
4,1,32768,16,4,64,32,2,16,64,8,4,1,262144,1,0,31377,14.383,5.29511,2.72285,2.57226,9.08786,7.63647,1.4514,320427.0,211761.0,108666.0,0,0,0,0,0,2,84,30,31,929
1,0,65536,1,2,32,128,2,4,32,4,4,1,262144,1,0,184241,10.7582,3.0395,2.52443,0.515075,7.718739999999999,5.1013,2.61744,242936.0,53342.1,189594.0,0,0,0,0,0,2,84,30,31,40
3,0,32768,1,1,64,128,2,4,32,8,2,2,1048576,1,1,91194,6.13473,1.92552,1.24515,0.680372,4.20921,2.70093,1.5082799999999998,260566.0,62021.5,198544.0,0,0,0,0,0,4,84,30,31,91
5,1,32768,16,1,64,64,3,2,32,8,4,1,524288,0,1,31123,12.2977,4.6385,2.08228,2.55623,7.659160000000001,6.20776,1.4514,319230.0,210564.0,108666.0,0,0,0,0,0,2,84,30,31,923
1,1,131072,1,1,32,128,2,4,32,8,4,2,1048576,0,0,31030,76.8961,17.5919,14.8007,2.79118,59.3042,53.2906,6.0136,1109580.0,237544.0,872037.0,0,0,0,0,0,4,84,30,31,936
4,1,65536,4,1,64,16,1,1,32,4,2,1,262144,0,0,29649,14.2805,5.43181,2.88084,2.55097,8.84867,6.34542,2.50325,402756.0,210039.0,192717.0,0,0,0,0,0,2,84,30,31,920
4,1,16384,8,3,64,32,1,4,8,8,1,1,131072,1,1,33558,9.82221,5.09776,2.54443,2.55333,4.72445,4.01499,0.7094659999999999,266833.0,210230.0,56602.5,0,0,0,0,0,2,84,30,31,921
3,1,131072,4,1,32,128,3,1,16,4,1,2,131072,1,0,22738,39.6896,7.7077300000000015,5.02056,2.68716,31.9819,25.9114,6.07051,1093860.0,224334.0,869529.0,0,0,0,0,0,4,84,30,31,939
4,0,131072,8,3,64,128,4,8,32,8,1,1,262144,1,0,49425,13.8774,2.2779,1.72189,0.5560069999999999,11.5995,6.81162,4.78787,429040.0,48683.5,380357.0,0,0,0,0,0,2,84,30,31,77
2,1,32768,1,4,64,32,4,4,16,8,1,2,524288,0,0,34096,20.8677,8.10706,5.42271,2.68436,12.7606,11.2523,1.5082799999999998,422957.0,224413.0,198544.0,0,0,0,0,0,4,84,30,31,936
2,1,65536,16,1,32,16,4,4,8,8,2,2,262144,1,0,35437,44.8048,7.934080000000002,5.24498,2.68909,36.8707,33.2755,3.59521,628885.0,224796.0,404090.0,0,0,0,0,0,4,84,30,31,938
3,1,131072,16,1,32,16,3,4,32,4,1,2,524288,0,1,21947,77.429,7.905660000000001,5.2185,2.68716,69.5234,62.7227,6.800669999999998,1043200.0,224334.0,818865.0,0,0,0,0,0,4,84,30,31,939
4,1,65536,4,1,64,64,2,16,64,8,1,1,131072,0,1,29816,14.2131,5.41523,2.86426,2.55097,8.797880000000003,6.29462,2.50325,402756.0,210039.0,192717.0,0,0,0,0,0,2,84,30,31,920
